audit_month,total_rows,paradox_teleport_count,paradox_slave_labor_count,paradox_time_travel_count,trip_km_nulls,trip_km_zeros,trip_km_negatives,trip_km_mean,trip_km_std,trip_km_min,trip_km_p01,trip_km_p50,trip_km_p99,trip_km_p99.9,trip_km_max,duration_seconds_nulls,duration_seconds_zeros,duration_seconds_negatives,duration_seconds_mean,duration_seconds_std,duration_seconds_min,duration_seconds_p01,duration_seconds_p50,duration_seconds_p99,duration_seconds_p99.9,duration_seconds_max,duration_min_nulls,duration_min_zeros,duration_min_negatives,duration_min_mean,duration_min_std,duration_min_min,duration_min_p01,duration_min_p50,duration_min_p99,duration_min_p99.9,duration_min_max,base_passenger_fare_nulls,base_passenger_fare_zeros,base_passenger_fare_negatives,base_passenger_fare_mean,base_passenger_fare_std,base_passenger_fare_min,base_passenger_fare_p01,base_passenger_fare_p50,base_passenger_fare_p99,base_passenger_fare_p99.9,base_passenger_fare_max,driver_pay_nulls,driver_pay_zeros,driver_pay_negatives,driver_pay_mean,driver_pay_std,driver_pay_min,driver_pay_p01,driver_pay_p50,driver_pay_p99,driver_pay_p99.9,driver_pay_max,tips_nulls,tips_zeros,tips_negatives,tips_mean,tips_std,tips_min,tips_p01,tips_p50,tips_p99,tips_p99.9,tips_max,tolls_nulls,tolls_zeros,tolls_negatives,tolls_mean,tolls_std,tolls_min,tolls_p01,tolls_p50,tolls_p99,tolls_p99.9,tolls_max,congestion_surcharge_nulls,congestion_surcharge_zeros,congestion_surcharge_negatives,congestion_surcharge_mean,congestion_surcharge_std,congestion_surcharge_min,congestion_surcharge_p01,congestion_surcharge_p50,congestion_surcharge_p99,congestion_surcharge_p99.9,congestion_surcharge_max,airport_fee_nulls,airport_fee_zeros,airport_fee_negatives,airport_fee_mean,airport_fee_std,airport_fee_min,airport_fee_p01,airport_fee_p50,airport_fee_p99,airport_fee_p99.9,airport_fee_max,bcf_nulls,bcf_zeros,bcf_negatives,bcf_mean,bcf_std,bcf_min,bcf_p01,bcf_p50,bcf_p99,bcf_p99.9,bcf_max,cbd_congestion_fee_nulls,cbd_congestion_fee_zeros,cbd_congestion_fee_negatives,cbd_congestion_fee_mean,cbd_congestion_fee_std,cbd_congestion_fee_min,cbd_congestion_fee_p01,cbd_congestion_fee_p50,cbd_congestion_fee_p99,cbd_congestion_fee_p99.9,cbd_congestion_fee_max,sales_tax_nulls,sales_tax_zeros,sales_tax_negatives,sales_tax_mean,sales_tax_std,sales_tax_min,sales_tax_p01,sales_tax_p50,sales_tax_p99,sales_tax_p99.9,sales_tax_max,speed_kmh_nulls,speed_kmh_zeros,speed_kmh_negatives,speed_kmh_mean,speed_kmh_std,speed_kmh_min,speed_kmh_p01,speed_kmh_p50,speed_kmh_p99,speed_kmh_p99.9,speed_kmh_max,displacement_speed_kmh_nulls,displacement_speed_kmh_zeros,displacement_speed_kmh_negatives,displacement_speed_kmh_mean,displacement_speed_kmh_std,displacement_speed_kmh_min,displacement_speed_kmh_p01,displacement_speed_kmh_p50,displacement_speed_kmh_p99,displacement_speed_kmh_p99.9,displacement_speed_kmh_max,tortuosity_index_nulls,tortuosity_index_zeros,tortuosity_index_negatives,tortuosity_index_mean,tortuosity_index_std,tortuosity_index_min,tortuosity_index_p01,tortuosity_index_p50,tortuosity_index_p99,tortuosity_index_p99.9,tortuosity_index_max,total_rider_cost_nulls,total_rider_cost_zeros,total_rider_cost_negatives,total_rider_cost_mean,total_rider_cost_std,total_rider_cost_min,total_rider_cost_p01,total_rider_cost_p50,total_rider_cost_p99,total_rider_cost_p99.9,total_rider_cost_max,cost_per_km_nulls,cost_per_km_zeros,cost_per_km_negatives,cost_per_km_mean,cost_per_km_std,cost_per_km_min,cost_per_km_p01,cost_per_km_p50,cost_per_km_p99,cost_per_km_p99.9,cost_per_km_max,driver_revenue_share_nulls,driver_revenue_share_zeros,driver_revenue_share_negatives,driver_revenue_share_mean,driver_revenue_share_std,driver_revenue_share_min,driver_revenue_share_p01,driver_revenue_share_p50,driver_revenue_share_p99,driver_revenue_share_p99.9,driver_revenue_share_max,pay_per_hour_nulls,pay_per_hour_zeros,pay_per_hour_negatives,pay_per_hour_mean,pay_per_hour_std,pay_per_hour_min,pay_per_hour_p01,pay_per_hour_p50,pay_per_hour_p99,pay_per_hour_p99.9,pay_per_hour_max,total_wait_time_min_nulls,total_wait_time_min_zeros,total_wait_time_min_negatives,total_wait_time_min_mean,total_wait_time_min_std,total_wait_time_min_min,total_wait_time_min_p01,total_wait_time_min_p50,total_wait_time_min_p99,total_wait_time_min_p99.9,total_wait_time_min_max,driver_response_time_min_nulls,driver_response_time_min_zeros,driver_response_time_min_negatives,driver_response_time_min_mean,driver_response_time_min_std,driver_response_time_min_min,driver_response_time_min_p01,driver_response_time_min_p50,driver_response_time_min_p99,driver_response_time_min_p99.9,driver_response_time_min_max,weather_state_nulls,trip_archetype_nulls,borough_flow_type_nulls,is_bad_weather_nulls,is_bad_weather_count_true,is_extreme_weather_nulls,is_extreme_weather_count_true,is_generous_tip_nulls,is_generous_tip_count_true
2019-12-01,15614853,0,0,0,0,0,0,6.5345125,6.678248,0.160934,0.74029636,4.103817,31.832745,46.831795,117.43354,0,0,0,1044.8747798650427,742.8766853953973,60,181.0,848.0,3739.0,5701.0,14323,0,0,0,17.414579664417374,12.381278089922057,1.0,3.0166666666666666,14.133333333333333,62.31666666666666,95.01666666666667,238.71666666666667,0,0,0,16.565395,14.923275,0.1,3.14,11.65,74.03,129.61,298.31,0,0,0,14.737979,11.343798,0.02,4.75,11.36,57.58,94.44,199.99,0,13606282,0,0.5517817,2.016788,0.0,0.0,0.0,10.0,20.08,100.0,0,14427788,0,0.5776526,2.5389354,0.0,0.0,0.0,6.12,25.12,49.72,0,9669530,0,0.9888905,1.3030425,0.0,0.0,0.0,2.75,2.75,2.75,0,15614853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,303624,0,0.43750295,0.4263532,0.0,0.0,0.3,2.16,3.67,9.04,0,15614853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,400383,0,1.456737,1.3451427,0.0,0.0,1.02,6.62,11.32,30.2,0,0,0,21.047496880656016,10.519583122348367,1.0012413160662659,5.733273550868034,18.434258027510207,55.67802209823657,67.71247832112293,99.07773014172506,8587,1224321,0,14.576210898026407,9.052815566346844,0.0,0.0,13.43109199727536,41.70395446252413,57.507855284447764,321.07698191767156,8587,0,0,15.851568,78.46293,0.031495202,0.53430915,1.4290515,263.93176,650.17334,11659.667,0,0,0,20.57796,19.092247,0.11,3.79,14.28,95.82,162.17,397.88998,0,0,0,4.2656693,3.4826667,0.0070574945,0.9426515,3.3206728,17.081282,32.44683,792.8754,0,0,0,1.0280389,0.8651815,0.00088261254,0.51324505,0.8664706,2.693685,6.3772893,466.6667,0,0,0,51.19783656934158,21.300847637656855,0.04578599469710634,22.653015248300388,45.176983504771144,133.82068634033203,227.42308286520148,2274.3674142020095,9924,151,0,4.682608597578368,2.8658653738406104,0.0,1.0166666666666666,4.016666666666667,14.7,25.2,453.31666666666666,38959,243,0,2.9643491731517946,2.831189829614748,0.0,0.11666666666666667,2.25,12.833333333333334,23.116666666666667,308.21666666666664,0,0,0,0,2447078,0,152236,0,621867
2020-01-01,14141428,0,0,0,0,0,0,6.5005646,6.595758,0.160934,0.77248317,4.1199102,31.62353,46.28462,118.83366,0,0,0,963.3333364211875,630.1480493734307,60,180.0,805.0,3130.0,4580.0,14603,0,0,0,16.05555560701979,10.502467489555475,1.0,3.0,13.416666666666666,52.166666666666664,76.33333333333333,243.38333333333333,0,0,0,15.479515,12.98787,0.1,3.14,11.2,65.71,106.98,299.48,0,0,0,13.124928,9.766263,0.04,4.25,10.0,49.74,77.74,197.63,0,12417035,0,0.4797768,1.7882226,0.0,0.0,0.0,8.99,18.03,100.0,0,13070897,0,0.56629324,2.4822955,0.0,0.0,0.0,6.12,25.12,50.0,0,8794462,0,0.97411734,1.2964033,0.0,0.0,0.0,2.75,2.75,2.75,0,14141428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,207347,0,0.4091884,0.37446502,0.0,0.0,0.29,1.93,3.09,9.24,0,14141428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,284319,0,1.3689026,1.1857208,0.0,0.0,0.98,5.93,9.59,31.34,0,0,0,22.17854912028558,10.833216096451274,1.0029695063161752,7.21881825190324,19.19678417604361,57.4742276132392,69.15767591561067,99.61485181535994,6987,1093591,0,15.379508551706717,9.316692466864568,0.0,0.0,14.142109149068757,43.05644750358332,59.50997808705206,266.4198355241255,6987,0,0,15.91866,79.40345,0.03867666,0.53768593,1.4265828,265.54108,669.4854,11741.744,0,0,0,19.277794,16.837576,0.11,3.84,13.77,86.1,136.81999,403.05,0,0,0,3.9634457,2.836307,0.010612363,0.92706096,3.2616498,14.220694,26.777609,663.24316,0,0,0,0.95320445,0.7334669,0.0015792799,0.49909908,0.81623936,2.3976376,5.7798166,242.88235,0,0,0,48.35860536482723,16.995604072191902,0.09559214162623952,21.77245488423787,43.72712260673129,113.00704176996794,177.1343345072732,2594.1280571697966,4989,90,0,4.143767244589202,2.441485576873257,0.0,0.9333333333333333,3.5833333333333335,12.766666666666666,20.2,233.6,29312,219,0,2.4024042591014227,2.3906999570835716,0.0,0.11666666666666667,1.7833333333333332,10.883333333333333,17.95,158.98333333333332,0,0,0,0,1049687,0,64412,0,543293
2020-02-01,15240133,0,0,0,0,0,0,6.4973674,6.496416,0.160934,0.77248317,4.1520967,31.172916,45.785725,119.20381,0,0,0,991.1510233539301,651.9351310697144,60,180.0,829.0,3232.0,4810.0,14872,0,0,0,16.5191837225655,10.865585517827755,1.0,3.0,13.816666666666666,53.86666666666667,80.16666666666667,247.86666666666667,0,0,0,14.522166,12.457817,0.1,2.49,10.35,61.8,103.44,298.57,0,0,0,13.582506,9.980619,0.07,4.15,10.53,50.45,79.15,199.31,0,13449943,0,0.44774845,1.6994852,0.0,0.0,0.0,8.42,17.13,100.0,0,14074340,0,0.56942725,2.46373,0.0,0.0,0.0,6.12,25.0,49.95,0,9372924,0,0.99112236,1.3009901,0.0,0.0,0.0,2.75,2.75,2.75,0,15240133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,224865,0,0.3851866,0.36006758,0.0,0.0,0.27,1.84,3.01,8.95,0,15240133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,306188,0,1.2886279,1.1412468,0.0,0.0,0.91,5.62,9.41,30.02,0,0,0,21.753181965496527,10.666733185572014,1.0017122089215729,6.986744638276675,18.898250034877233,56.79496818180018,68.75949272742638,99.81093831581644,8853,1154791,0,15.054894334509694,9.163988766380623,0.0,0.0,13.827780459789519,42.53579048488451,59.31267490470987,283.60821200955303,8853,0,0,15.839301,81.35066,0.023629311,0.54139364,1.4282062,267.15042,719.37494,11920.382,0,0,0,18.204279,16.194563,0.11,3.3799999,12.94,81.72,133.09,397.29996,0,0,0,3.709454,2.7510471,0.010200218,0.84581643,3.0584946,13.710667,26.095291,883.8812,0,0,0,1.0865031,0.9105251,0.0020569449,0.5603715,0.8929001,2.9101028,7.394737,246.66667,0,0,0,48.842370420572216,17.408276155663206,0.10876133362692289,21.60801728212488,44.11098763892442,115.31803818999745,183.35294723510742,3418.125057220459,3223,71,0,4.503571049948229,2.5898833591620023,0.0,1.0333333333333332,3.9,13.433333333333334,20.983333333333334,489.5333333333333,27464,252,0,2.7423470485904433,2.5551685251514216,0.0,0.11666666666666667,2.0833333333333335,11.55,18.866666666666667,483.15,0,0,0,0,543772,0,0,0,631177
2020-03-01,9535741,0,0,0,0,0,0,6.5975866,6.460743,0.160934,0.77248317,4.313031,31.124636,45.31901,117.73932,0,0,0,945.1606149957303,624.8492272051885,60,176.0,789.0,3117.0,4805.0,13964,0,0,0,15.752676916595505,10.414153786753078,1.0,2.933333333333333,13.15,51.949999999999996,80.08333333333333,232.73333333333332,0,0,0,14.523085,11.776649,0.1,2.67,10.73,58.66,98.85,293.03,0,0,0,13.497976,9.576558,0.09,4.78,10.61,48.22,75.14,198.51,0,8562303,0,0.38984546,1.6088141,0.0,0.0,0.0,7.72,16.4,100.0,0,8854088,0,0.52664196,2.3396053,0.0,0.0,0.0,6.12,23.65,49.82,0,6515871,0,0.81436133,1.2385105,0.0,0.0,0.0,2.75,2.75,2.75,0,9535741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,137195,0,0.3835154,0.33990183,0.0,0.0,0.27,1.73,2.91,9.42,0,9535741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,178242,0,1.295391,1.0902159,0.0,0.0,0.94,5.37,9.04,28.38,0,0,0,23.364311353685057,11.513530316709993,1.0009926526334274,7.470039770878415,20.124104864200685,60.08671048426733,71.52896646352914,99.99235911541675,5611,767412,0,16.16380703412058,9.806178787814607,0.0,0.0,14.905503022409706,44.96082896508541,61.43180257049054,211.85191740472632,5611,0,0,18.084948,101.632706,0.060033396,0.5356317,1.4249206,286.4625,1038.0243,11754.619,0,0,0,17.93284,15.278384,0.1,3.52,13.01,77.06,128.22,413.06003,0,0,0,3.5815098,2.6280594,0.015426882,0.9027548,2.9957747,12.949823,24.585253,1634.1979,0,0,0,1.0544282,0.8000016,0.002924983,0.5638945,0.8874999,2.837607,6.708092,252.90909,0,0,0,51.32471821809252,19.306250198149403,0.12205823822044308,22.87826206373132,46.22950632064069,124.38461230351375,208.3701426947295,5288.9063358306885,2628,61,0,4.327296702556657,2.55041765486631,0.0,1.0333333333333332,3.8,12.683333333333334,20.65,468.68333333333334,19007,141,0,2.5462483925682906,2.437488688246521,0.0,0.11666666666666667,1.9666666666666666,10.766666666666666,18.0,468.0333333333333,0,0,0,0,452265,0,21972,0,341749
2020-04-01,2991759,0,0,0,0,0,0,6.819279,6.3673377,0.160934,0.7885766,4.6509924,30.754488,44.530437,119.89583,0,0,0,782.9750825517697,459.1768721802571,60,167.0,683.0,2280.0,3467.0,14733,0,0,0,13.049584709196163,7.652947869671748,1.0,2.783333333333333,11.383333333333333,38.0,57.78333333333333,245.54999999999998,0,0,0,15.458144,10.139406,0.1,6.84,12.15,51.6,79.15,271.03,0,0,0,12.198484,8.047119,0.02,5.39,9.73,41.0,62.24,198.8,0,2717510,0,0.35802114,1.5745403,0.0,0.0,0.0,6.74,14.19,200.0,0,2834315,0,0.36175618,1.8076816,0.0,0.0,0.0,6.12,21.0,49.72,0,2396090,0,0.547534,1.0981463,0.0,0.0,0.0,2.75,2.75,2.75,0,2991759,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47602,0,0.39931795,0.28863913,0.0,0.0,0.31,1.44,2.36,10.34,0,2991759,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49689,0,1.3817184,0.97670054,0.0,0.0,1.07,4.91,7.66,27.83,0,0,0,28.244229652659122,12.382771618235646,1.005061893345488,9.840550392296663,24.54135705574588,64.00134465986805,74.41431873685113,99.0038464709026,1960,249746,0,19.685324250638363,10.79088633795548,0.0,0.0,18.828063238234748,48.693111180010895,63.614773750305176,186.39324628389798,1960,0,0,23.09685,150.97095,0.06288702,0.53671956,1.4100057,339.5707,2014.8938,11989.583,0,0,0,18.506493,12.966881,0.14,7.49,14.22,65.25,104.63,449.19998,0,0,0,3.5709898,2.139641,0.017876768,1.6020819,3.0650117,11.896383,22.138708,471.46036,0,0,0,0.8010225,0.321404,0.0019436346,0.5687275,0.7498623,1.5095367,2.3946555,120.73333,0,0,0,54.318642941746404,16.777818051270486,0.08144796198040112,36.74805257227514,49.807452563173285,118.52924485060497,183.9014758030182,899.061606167617,1560,32,0,4.414330244687171,2.4315648341901737,0.0,1.0666666666666667,3.9166666666666665,13.15,21.516666666666666,245.75,8575,55,0,2.651638109929972,2.4154161836632477,0.0,0.1,2.1,11.383333333333333,19.616666666666667,245.75,0,0,0,0,164011,0,15183,0,109434
2020-05-01,4214765,0,0,0,0,0,0,6.876155,6.4446235,0.160934,0.82076335,4.6831794,31.301662,45.125893,119.79927,0,0,0,855.5359992787261,512.3701941926768,60,179.0,738.0,2547.0,3771.0,14341,0,0,0,14.258933321312101,8.539503236545217,1.0,2.9833333333333334,12.3,42.45,62.85,239.01666666666665,0,0,0,16.428268,10.527091,0.1,6.99,13.13,52.16,80.15,272.37,0,0,0,12.770378,8.499068,0.08,5.39,10.17,43.08,63.83,194.99,0,3722545,0,0.41451976,1.6368327,0.0,0.0,0.0,7.05,14.37,200.0,0,3970436,0,0.40678313,1.9577323,0.0,0.0,0.0,6.12,22.6,49.72,0,3321478,0,0.58284086,1.1238811,0.0,0.0,0.0,2.75,2.75,2.75,0,4214765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,67203,0,0.42562944,0.30130684,0.0,0.0,0.33,1.48,2.43,7.71,0,4214765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,72793,0,1.4653823,1.0107936,0.0,0.0,1.15,4.97,7.74,24.86,0,0,0,26.29344758338005,11.614054929913351,1.0105157747518183,9.49993684165197,22.869566239808734,61.32555931970014,72.02347598663748,99.75373275636687,3142,322795,0,18.550182072058693,10.109342087740588,0.0,0.0,17.60432031199243,46.41054069705126,60.799448285784045,186.86586810696514,3142,0,0,20.017096,131.03337,0.07546442,0.5493023,1.3941078,307.3839,1636.6987,11979.928,0,0,0,19.723423,13.503693,0.11,7.7799997,15.429999,66.81,107.54001,342.87997,0,0,0,3.7125463,2.0378144,0.0080469465,1.6337981,3.284924,11.564343,21.510336,284.20325,0,0,0,0.7879062,0.61485255,0.0020634513,0.56837857,0.7373197,1.4831764,2.4205298,407.46155,0,0,0,52.186846512700605,15.734392363275495,0.17108554062454506,36.153627018501204,47.61587672899078,112.39900660336465,176.48372029149255,836.4705983330222,2110,35,0,4.143761317585544,2.184740279636709,0.0,1.0333333333333332,3.716666666666667,11.783333333333333,19.883333333333333,116.39999999999999,11711,98,0,2.3572108400225167,2.1415803243358864,0.0,0.1,1.8833333333333333,9.9,17.8,116.39999999999999,0,0,0,0,53484,0,7087,0,141948
2020-06-01,4930979,0,0,0,0,0,0,6.882701,6.554504,0.160934,0.82076335,4.6188054,31.720089,45.335106,119.767075,0,0,0,919.9291625456121,579.3363924356094,60,186.0,777.0,2896.0,4295.0,14263,0,0,0,15.332152709093535,9.655606540592974,1.0,3.1,12.95,48.266666666666666,71.58333333333333,237.71666666666667,0,0,0,18.410913,12.424446,0.1,6.97,14.53,61.8,99.39,290.23,0,0,0,14.904099,9.667708,0.13,5.39,12.21,49.27,74.47,199.25,0,4288181,0,0.48349467,1.7544296,0.0,0.0,0.0,7.98,15.76,190.0,0,4596364,0,0.47125605,2.0909767,0.0,0.0,0.0,6.12,23.45,49.72,0,3730064,0,0.6697486,1.1803583,0.0,0.0,0.0,2.75,2.75,2.75,0,4930979,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,74110,0,0.48846403,0.3651718,0.0,0.0,0.38,1.81,3.02,14.9,0,4930979,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84564,0,1.644586,1.1841474,0.0,0.0,1.28,5.82,9.39,28.75,0,0,0,24.732653085758216,11.34294689949572,1.017364655757347,8.600187272507021,21.45786718888716,60.187528097468835,71.97856872460623,99.87104143415179,3490,378153,0,17.318691387027016,9.734366717088477,0.0,0.0,16.26610323860382,45.128413609095986,59.57793021688656,197.33125959123885,3490,0,0,19.12221,119.52016,0.057649307,0.5483739,1.4042739,299.33725,1371.1577,11976.708,0,0,0,22.168463,15.718137,0.11,7.77,17.17,78.299995,127.420006,416.21997,0,0,0,4.196853,2.3912344,0.0061898893,1.6735445,3.652403,13.035694,24.394272,476.575,0,0,0,0.84759897,0.836005,0.0047723935,0.55984306,0.7741596,1.6999999,2.907606,407.9091,0,0,0,58.88831643560186,23.006356146086187,0.2495999908447266,36.06486449370513,52.71864499884136,148.02292657103442,239.29411081167365,1514.344226925872,2669,62,0,4.864072237744785,2.745392792593742,0.0,1.1333333333333333,4.283333333333333,14.75,24.366666666666667,191.98333333333332,14800,107,0,3.1413426701238234,2.7097553821605698,0.0,0.11666666666666667,2.55,12.883333333333333,22.416666666666668,191.98333333333332,0,0,0,0,96359,0,10307,0,157022
2020-07-01,6856834,0,0,0,0,0,0,6.557295,6.23275,0.160934,0.80467,4.425685,30.738394,44.031544,119.86365,0,0,0,907.5870457123506,570.3002806748535,60,183.0,769.0,2871.0,4255.0,13682,0,0,0,15.12645076187251,9.505004677914942,1.0,3.05,12.816666666666666,47.85,70.91666666666667,228.03333333333333,0,0,0,17.84335,12.55917,0.1,7.06,13.95,63.54,103.48,288.59,0,0,0,15.386825,9.496226,0.06,5.64,12.71,49.86,76.86,198.65,0,6080978,0,0.4223946,1.5624521,0.0,0.0,0.0,7.48,15.14,171.0,0,6423660,0,0.43594795,2.0123599,0.0,0.0,0.0,6.12,23.15,49.72,0,4973920,0,0.755161,1.227365,0.0,0.0,0.0,2.75,2.75,2.75,0,6856834,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,128350,0,0.47169966,0.36615708,0.0,0.0,0.36,1.84,3.07,12.0,0,6856834,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,113356,0,1.5896051,1.1848226,0.0,0.0,1.22,5.93,9.64,27.19,0,0,0,23.963300426695838,10.967012518169627,1.0105158215345338,8.417151649043245,20.879617294707856,59.05398206312173,70.90425353119339,98.6183863384853,4900,525862,0,16.83509916593908,9.535080983379522,0.0,0.0,15.786885528124717,44.4621556484861,59.380629188136055,225.4321685204139,4900,0,0,17.93416,105.10145,0.05645578,0.5412707,1.4014233,286.4625,1134.5847,11986.365,0,0,0,21.518156,15.700547,0.1,8.01,16.55,79.55,129.8,402.23,0,0,0,4.241062,2.4787686,0.017171046,1.7763275,3.6607215,13.442838,25.77431,438.5424,0,0,0,0.9171657,0.38891494,0.0056310943,0.597237,0.8692252,1.7447698,2.695,479.46664,0,0,0,62.65435658038226,24.269318765983307,0.30083566655023514,38.51020384807976,55.97014925373135,158.06007876416643,258.36586370700746,1997.3009868732934,1737,39,0,5.088289715910171,2.8422679312123793,0.0,1.15,4.5,15.033333333333333,24.333333333333332,149.91666666666666,13514,793,0,3.377968283912877,2.8045477862852715,0.0,0.13333333333333333,2.7666666666666666,13.166666666666666,22.25,122.93333333333334,0,0,0,0,346240,0,134408,0,221699
2020-08-01,7614182,0,0,0,0,0,0,6.8062515,6.4948874,0.160934,0.80467,4.5383387,31.47869,44.707466,118.849754,0,0,0,961.8205309513221,618.5496058854947,60,188.0,806.0,3086.0,4553.0,14997,0,0,0,16.030342182522034,10.309160098092029,1.0,3.1333333333333333,13.433333333333334,51.43333333333333,75.88333333333333,249.95,0,0,0,16.788122,11.058839,0.1,6.33,13.41,56.21,90.43,299.37,0,0,0,14.36934,9.5763,0.03,5.39,11.42,48.45,72.63,198.73,0,6993724,0,0.30909988,1.3448719,0.0,0.0,0.0,6.28,13.67,115.97,0,7083313,0,0.48858026,2.1501904,0.0,0.0,0.0,6.12,25.12,49.8,0,5338926,0,0.82175,1.258785,0.0,0.0,0.0,2.75,2.75,2.75,0,7614182,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109496,0,0.44302467,0.32449648,0.0,0.0,0.35,1.64,2.74,11.44,0,7614182,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,136305,0,1.4959273,1.0504217,0.0,0.0,1.18,5.28,8.39,26.59,0,0,0,23.49870069538734,10.823293694659137,1.0040942882954351,8.197478992761207,20.452660426197436,58.275269407909775,70.12579275829957,99.78605837211691,4986,551750,0,16.509790656160586,9.317106135567263,0.0,0.0,15.42785450031883,43.674039752231245,58.5698310817991,293.0618190765381,4986,0,0,17.1968,106.1586,0.05208427,0.54923165,1.402141,283.24384,1120.1006,11822.212,0,0,0,20.346504,14.006508,0.13,7.19,16.02,71.39001,116.060005,375.05002,0,0,0,3.9709177,2.298849,0.0207859,1.3806326,3.5175748,12.463279,23.672968,754.8217,0,0,0,0.8753875,0.38393658,0.0011918951,0.56016594,0.8158102,1.7671809,2.7740738,284.16666,0,0,0,53.70889772458333,18.101013407205755,0.0773638951189197,36.10098224869951,48.60674183020431,125.28000313895089,202.87364174742993,1245.2459241523115,1655,59,0,4.254842853102524,2.39833112089744,0.0,0.9833333333333333,3.7333333333333334,12.85,20.28333333333333,165.2,15772,1872,0,2.454988657714794,2.342916861577729,0.0,0.11666666666666667,1.8833333333333333,10.9,18.083333333333332,110.58333333333333,0,0,0,0,250042,0,88038,0,203689
2020-09-01,8571987,0,0,0,0,0,0,7.035672,6.6733465,0.160934,0.82076335,4.667086,31.76837,44.78793,119.75099,0,0,0,1018.9269801739083,661.032213099705,60,193.0,851.0,3281.0,4785.0,14505,0,0,0,16.982116336231805,11.017203551661686,1.0,3.216666666666667,14.183333333333334,54.68333333333333,79.75,241.75,0,0,0,16.618624,10.474157,0.1,5.54,13.48,52.75,87.16,277.17,0,0,0,14.429284,9.966825,0.12,5.39,11.34,49.19,72.26,199.62,0,7698528,0,0.3753917,1.4394954,0.0,0.0,0.0,6.7,13.74,95.0,0,7918970,0,0.53115404,2.210993,0.0,0.0,0.0,6.12,25.12,49.9,0,5800877,0,0.88900656,1.2862487,0.0,0.0,0.0,2.75,2.75,2.75,0,8571987,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,125671,0,0.4431576,0.31414512,0.0,0.0,0.35,1.58,2.67,11.74,0,8571987,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,156723,0,1.4838903,1.0009215,0.0,0.0,1.18,4.97,8.07,26.74,0,0,0,23.038415733453405,10.870757436092873,1.0079113785753544,7.921894034560847,19.94918036706669,58.0553272400216,69.87580157615042,99.6688003843999,4962,586750,0,16.172320931313216,9.155713104571241,0.0,0.0,15.002287030220032,43.15962979072146,57.62089282714419,244.21818256378174,4962,0,0,16.507671,105.99297,0.030597039,0.5600374,1.4015895,276.8065,1118.4913,11481.03,0,0,0,20.341225,13.462079,0.12,6.61,16.26,68.17,112.670006,380.47,0,0,0,3.9841552,2.443748,0.0062859324,1.1458215,3.5463011,12.7101145,23.841894,720.8019,0,0,0,0.8803668,0.55378556,0.0072727273,0.51769334,0.77819955,1.9463469,3.4439461,483.41666,0,0,0,50.230155374748136,16.49678631898938,0.255598024485998,34.8359278147806,45.309696456065886,113.88555521536264,188.46215631857336,1363.6551297944168,1941,77,0,4.465190424104297,2.4757235780961366,0.0,1.0333333333333332,3.933333333333333,13.183333333333334,20.433333333333334,161.68333333333334,16087,1832,0,2.7717645231166017,2.447316723663352,0.0,0.15,2.216666666666667,11.4,18.35,158.01666666666665,0,0,0,0,243661,0,19468,0,257886
